Segment displayed name				P001 1A | 001 | CD45+	P001 1A | 018 | CD45+	P001 1A | 017 | CD45+	P001 1A | 016 | CD45+	P001 1A | 015 | CD45+	P001 1A | 014 | CD45+	P001 1A | 013 | CD45+	P001 1A | 012 | CD45+	P001 1A | 011 | CD45+	P001 1A | 010 | CD45+	P001 1A | 009 | CD45+	P001 1A | 008 | CD45+	P001 1A | 007 | CD45+	P001 1A | 006 | CD45+	P001 1A | 005 | CD45+	P001 1A | 004 | CD45+	P001 1A | 003 | CD45+	P001 1A | 002 | CD45+	P001 1A | 019 | CD45+	P001 1B | 014 | CD45+	P001 1B | 013 | CD45+	P001 1B | 012 | CD45+	P001 1B | 011 | CD45+	P001 1B | 010 | CD45+	P001 1B | 009 | CD45+	P001 1B | 008 | CD45+	P001 1B | 007 | CD45+	P001 1B | 006 | CD45+	P001 1B | 005 | CD45+	P001 1B | 004 | CD45+	P001 1B | 003 | CD45+	P001 1B | 002 | CD45+	P001 1B | 001 | CD45+
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ITGB8	66.88	28.30	34.89	7.24	7.24	32.21	22.98	61.62	14.34	22.76	81.39	4.27	57.30	49.84	40.02	33.75	100.74	102.90	5.08	68.46	291.73	50.82	59.16	105.51	180.59	90.32	258.88	217.81	45.73	85.44	291.92	223.75	289.67
Checkpoint;All Probes	RNA	Endogenous	CD276	68.16	25.39	17.38	1.21	17.49	30.70	22.65	72.01	19.63	19.39	34.36	8.38	48.61	71.87	26.61	33.53	52.33	86.44	23.94	51.59	251.78	44.95	53.38	72.00	149.09	86.42	196.85	166.52	62.82	66.38	238.34	164.37	250.77
Reference Gene;All Probes	RNA	Control	UBB	706.89	387.35	181.62	200.98	228.47	257.19	42.84	514.92	301.24	204.21	424.70	169.04	325.75	496.34	428.70	158.47	673.47	781.04	236.49	375.51	1010.26	209.07	364.65	529.53	769.45	502.87	1054.43	918.07	356.30	618.64	1245.37	910.17	1238.37
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	PECAM1	131.86	75.05	12.64	45.12	24.04	51.30	3.27	94.10	37.19	65.48	52.04	29.54	65.38	56.92	61.52	16.95	107.95	108.42	44.86	80.92	310.56	77.89	71.61	138.34	236.40	117.09	256.69	192.73	50.01	82.08	338.52	206.36	353.95
Myeloid Supression;Myeloid;All Probes	RNA	Endogenous	IDO1	86.04	79.82	33.96	8.44	44.85	27.31	15.27	75.99	23.82	30.31	57.94	4.20	45.72	70.20	52.46	39.62	102.34	97.58	39.37	78.48	318.61	85.86	86.53	144.79	216.50	119.79	224.45	242.47	73.68	72.15	327.73	198.62	305.09
Tumor;All Probes	RNA	Endogenous	PTEN	153.00	67.60	33.08	35.64	19.47	72.91	18.22	136.23	69.48	52.23	88.84	16.43	33.54	88.75	47.25	5.29	161.17	142.26	34.89	97.74	338.56	53.63	78.39	167.63	267.79	140.66	369.00	258.41	82.72	147.96	347.47	285.17	432.21
Antigen Presentation;MHC2;All Probes	RNA	Endogenous	CD74	2781.30	1382.17	640.41	579.54	679.68	770.32	183.12	1377.62	1041.63	694.28	1696.85	581.85	1085.44	1448.55	1460.23	353.20	2578.80	3121.67	650.93	1358.11	3422.04	1038.73	1146.19	1546.70	2082.82	1476.03	2672.40	2000.81	1062.33	1623.09	3521.10	2364.67	3672.73
Antigen Presentation;Tumor;All Probes	RNA	Endogenous	B2M	1362.27	729.78	166.06	293.63	301.52	436.37	86.72	745.64	515.82	305.92	707.48	172.23	524.15	948.56	513.02	270.55	1021.00	1274.33	343.55	637.97	1469.10	489.98	549.39	801.89	991.35	769.57	1545.27	1442.70	431.95	557.65	1928.87	1239.19	1573.53
Antigen Presentation;MHC2;All Probes	RNA	Endogenous	HLA-DQ	170.19	89.17	67.69	38.70	37.48	63.38	9.95	113.55	72.07	74.64	88.68	22.59	111.00	133.19	92.49	31.48	167.69	161.68	74.49	131.13	363.04	70.74	113.62	169.12	278.19	149.78	330.56	246.86	122.30	133.69	388.12	282.13	390.21
Myeloid Activation;Checkpoint;All Probes	RNA	Endogenous	CD274	66.55	69.06	26.20	27.98	29.21	36.32	16.51	78.99	25.05	20.17	36.94	10.35	35.78	42.34	67.93	38.76	86.21	76.69	31.03	62.93	231.61	43.14	48.24	127.14	193.62	95.00	209.78	182.51	78.01	76.40	261.58	202.46	287.24
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ITGAV	121.00	70.86	27.10	39.64	52.90	51.86	24.40	126.29	59.25	23.06	77.46	24.05	67.88	86.04	93.61	33.58	108.04	120.31	72.95	81.72	324.32	74.90	54.24	180.52	305.91	131.05	365.03	368.21	121.90	150.86	389.95	266.64	394.57
T cell Activation;All Probes	RNA	Endogenous	CD44	282.50	162.52	60.93	60.01	69.98	110.95	34.40	204.62	89.55	104.75	173.25	44.44	104.62	210.41	160.07	33.22	249.82	311.21	83.63	182.57	541.32	131.46	161.22	220.84	335.02	224.69	489.91	469.00	152.67	205.12	602.35	446.20	504.95
Th cells;All Probes	RNA	Endogenous	TBX21	84.65	55.19	39.07	28.90	34.68	31.80	23.20	118.90	55.62	32.66	75.68	37.13	43.12	55.95	61.44	24.89	139.14	140.72	42.86	79.65	369.15	75.26	71.82	152.89	293.98	161.21	289.20	276.27	62.22	89.79	370.47	275.39	382.85
Wnt Signaling;Tumor;All Probes	RNA	Endogenous	CTNNB1	178.89	72.11	36.68	37.86	53.73	72.58	31.57	128.62	92.63	57.76	134.64	51.30	64.00	100.46	89.47	32.11	159.32	148.95	55.33	105.60	426.83	92.78	109.64	125.48	253.28	173.75	295.51	276.45	74.03	131.06	345.74	269.19	341.05
Checkpoint;T cells;All Probes	RNA	Endogenous	TIGIT	107.54	47.91	28.58	41.37	40.71	26.39	28.67	127.31	48.73	29.76	75.10	39.63	52.76	84.30	62.77	28.05	114.28	127.05	23.41	87.43	413.10	62.88	98.26	151.97	244.81	140.80	372.11	264.82	110.86	124.41	397.01	267.54	411.11
T cells;T cell Activation;All Probes	RNA	Endogenous	TNFRSF9	85.23	47.37	46.04	21.44	12.66	36.20	26.14	60.88	49.29	18.31	43.80	22.56	32.33	81.07	50.28	24.04	104.44	116.06	18.95	85.03	314.22	62.38	61.63	131.00	240.43	132.86	282.08	175.89	74.52	93.72	318.14	232.05	330.85
Background;All Probes	RNA	Negative	NegPrb5	58.22	32.49	0.83	15.70	23.02	21.33	3.59	55.19	0.73	19.44	21.30	5.17	29.73	57.57	31.28	9.44	29.92	56.12	22.91	45.61	164.19	32.09	32.66	56.09	103.33	44.07	129.21	97.36	5.49	24.27	189.05	116.84	158.66
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	IL12B	75.98	33.04	49.20	18.92	27.34	39.34	16.34	83.21	11.95	9.28	32.07	29.59	17.66	22.69	42.88	12.82	80.39	58.35	22.48	63.36	288.97	44.51	56.42	106.86	206.41	86.71	227.55	189.61	52.14	93.36	256.60	176.22	276.11
Checkpoint;All Probes	RNA	Endogenous	PDCD1LG2	106.14	81.46	23.34	29.48	18.67	36.65	6.19	108.38	34.96	45.81	74.23	2.38	32.68	77.23	65.44	19.81	88.56	120.31	44.26	93.70	280.62	64.66	75.00	124.65	222.71	66.04	246.59	182.50	91.87	85.58	285.55	214.61	312.80
Tumor;All Probes	RNA	Endogenous	AKT1	151.36	101.51	7.52	38.65	41.06	54.64	30.37	118.08	54.57	56.85	69.26	40.94	71.90	104.60	72.12	46.85	91.64	146.10	42.05	135.00	451.41	74.71	108.54	123.46	278.74	143.16	338.71	222.46	59.54	127.82	384.45	252.12	375.98
Antigen Presentation;All Probes	RNA	Endogenous	HLA-E	758.28	425.05	131.48	166.67	178.51	223.11	75.03	432.77	246.60	196.46	441.37	144.25	259.98	436.82	331.18	116.36	651.00	832.93	180.29	249.92	618.77	193.30	228.80	393.25	564.67	416.75	825.56	627.19	225.94	351.91	988.71	695.00	880.09
Melanoma;All Probes	RNA	Endogenous	pan-melanocyte	229.71	124.77	33.00	42.57	42.93	104.05	6.19	188.50	112.87	83.98	154.40	24.47	125.22	134.18	111.47	40.53	249.67	275.64	58.75	212.48	659.28	149.75	197.45	206.82	399.96	315.32	433.23	370.84	141.14	202.76	600.62	389.45	570.21
Interferon;All Probes	RNA	Endogenous	IFNGR1	97.42	58.72	14.55	2.49	42.87	41.63	17.89	75.51	60.73	46.71	77.84	22.70	47.61	47.01	35.04	29.38	85.21	128.44	48.92	53.29	173.07	33.27	35.87	57.61	159.23	71.33	212.95	130.18	66.52	74.60	222.86	164.69	229.17
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ICAM1	148.53	89.38	43.10	30.07	27.44	32.98	10.32	102.31	77.15	38.09	81.48	25.38	69.71	110.53	89.95	4.57	108.81	114.28	50.98	92.74	393.83	90.18	92.72	154.55	254.32	128.91	301.12	275.28	101.72	108.26	293.90	219.20	329.00
Antigen Presentation;All Probes	RNA	Endogenous	PSMB10	152.97	46.69	18.36	22.39	9.03	17.53	24.83	127.92	51.90	48.24	98.03	8.58	42.80	101.95	75.24	5.74	158.05	180.96	24.23	94.03	313.19	57.72	67.83	160.82	217.71	109.21	248.15	195.74	78.99	99.16	347.08	208.57	317.45
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	VEGFA	123.05	83.94	54.67	45.64	33.37	27.91	15.40	119.78	79.41	56.06	129.73	3.86	64.95	60.90	79.39	39.49	134.58	105.13	39.25	107.94	375.75	85.98	80.62	124.21	176.87	93.93	259.73	211.58	63.12	84.42	262.99	199.03	236.19
Reference Gene;All Probes	RNA	Control	OAZ1	351.08	186.36	94.12	113.98	74.64	122.69	37.83	189.97	127.07	99.84	231.89	84.84	129.38	219.44	170.59	62.14	380.30	339.51	114.47	209.78	603.16	168.27	176.27	282.75	490.95	278.51	605.96	560.62	173.59	369.10	712.15	517.49	745.67
Interferon;All Probes	RNA	Endogenous	IFNG	34.24	3.25	18.87	12.81	24.28	9.23	2.79	28.12	12.25	26.18	34.23	8.49	29.11	2.78	12.47	5.95	29.28	54.33	11.26	32.52	87.23	12.98	18.34	61.63	95.93	22.38	105.39	57.86	27.26	37.69	95.94	90.24	91.45
T cells;CD8 T cells;All Probes	RNA	Endogenous	CD8A	88.38	45.53	15.68	18.57	28.38	12.37	14.97	86.73	36.42	40.49	61.97	25.73	37.61	64.54	62.85	16.77	76.21	109.84	60.02	103.21	327.97	92.73	76.76	141.32	259.85	149.60	324.62	266.36	58.28	91.49	357.54	258.32	308.99
Checkpoint;T cell Activation;Myeloid;All Probes	RNA	Endogenous	CD86	91.29	65.45	27.16	35.53	45.02	26.22	20.74	69.61	30.08	36.44	71.23	12.73	50.20	78.58	69.72	11.04	113.55	120.31	42.56	88.32	360.43	73.97	78.10	135.77	261.01	131.94	274.31	234.29	88.52	128.40	322.25	249.60	355.98
T cells;Myeloid;All Probes	RNA	Endogenous	LY6E	129.11	79.82	15.74	36.94	33.37	64.69	7.45	78.32	39.92	35.99	42.48	9.64	22.40	80.86	38.06	5.50	69.82	113.44	30.50	120.16	365.72	72.17	72.86	185.81	277.76	139.69	385.94	275.09	72.42	122.96	484.40	296.90	431.50
Background;All Probes	RNA	Negative	NegPrb1	74.00	72.28	14.73	12.81	28.64	22.37	2.14	94.80	58.52	22.80	72.54	26.22	23.03	43.56	30.41	4.64	60.03	75.54	35.69	82.01	334.20	73.17	69.68	114.24	192.10	86.74	276.68	149.45	87.03	85.20	277.74	207.53	295.22
Checkpoint;T cells;T cell Activation;All Probes	RNA	Endogenous	PDCD1	102.74	61.95	29.18	12.19	44.27	30.62	0.57	96.89	65.95	42.02	51.15	45.72	42.28	61.17	53.29	34.46	88.35	130.04	19.20	90.18	359.22	75.76	90.14	179.19	354.55	172.57	480.45	354.76	81.11	162.25	536.30	398.93	487.87
Reference Gene;All Probes	RNA	Control	SDHA	119.70	65.10	61.90	56.06	14.34	55.32	31.93	123.49	55.37	54.58	73.97	36.13	59.25	111.11	101.93	26.98	132.56	175.39	48.93	91.87	358.98	76.87	74.82	278.59	552.60	318.89	666.15	555.46	195.76	244.48	752.28	586.17	840.96
Checkpoint;T cells;T cell Activation;All Probes	RNA	Endogenous	LAG3	52.51	65.72	34.42	19.10	33.82	15.00	24.99	60.16	17.15	39.87	69.55	26.30	23.18	46.64	63.12	24.12	86.64	74.60	14.53	50.80	240.63	44.99	38.81	92.38	151.08	66.80	227.55	182.75	32.78	62.66	227.83	146.48	245.03
Cytokine & Chemokine Signaling;Apoptosis;All Probes	RNA	Endogenous	TNF	72.98	62.71	38.66	6.95	33.86	34.44	20.11	82.32	20.59	11.15	61.30	18.95	31.38	74.94	43.37	19.93	86.97	106.05	46.32	94.21	279.66	51.22	79.45	118.64	239.31	103.69	312.44	245.55	69.95	105.84	346.34	256.47	344.45
