Segment displayed name				P011 1A | 001 | CD45+	P011 1A | 018 | CD45+	P011 1A | 017 | CD45+	P011 1A | 016 | CD45+	P011 1A | 015 | CD45+	P011 1A | 014 | CD45+	P011 1A | 013 | CD45+	P011 1A | 012 | CD45+	P011 1A | 011 | CD45+	P011 1A | 010 | CD45+	P011 1A | 009 | CD45+	P011 1A | 008 | CD45+	P011 1A | 007 | CD45+	P011 1A | 006 | CD45+	P011 1A | 005 | CD45+	P011 1A | 004 | CD45+	P011 1A | 003 | CD45+	P011 1A | 002 | CD45+	P011 1A | 019 | CD45+	P012 1A | 016 | CD45+	P012 1A | 015 | CD45+	P012 1A | 014 | CD45+	P012 1A | 013 | CD45+	P012 1A | 012 | CD45+	P012 1A | 011 | CD45+	P012 1A | 010 | CD45+	P012 1A | 009 | CD45+	P012 1A | 008 | CD45+	P012 1A | 007 | CD45+	P012 1A | 006 | CD45+	P012 1A | 005 | CD45+	P012 1A | 004 | CD45+	P012 1A | 003 | CD45+	P012 1A | 002 | CD45+	P012 1A | 001 | CD45+	P012 1A | 017 | CD45+	P013 1A | 001 | CD45+	P013 1A | 018 | CD45+	P013 1A | 017 | CD45+	P013 1A | 016 | CD45+	P013 1A | 015 | CD45+	P013 1A | 014 | CD45+	P013 1A | 013 | CD45+	P013 1A | 012 | CD45+	P013 1A | 011 | CD45+	P013 1A | 010 | CD45+	P013 1A | 009 | CD45+	P013 1A | 008 | CD45+	P013 1A | 007 | CD45+	P013 1A | 006 | CD45+	P013 1A | 005 | CD45+	P013 1A | 004 | CD45+	P013 1A | 003 | CD45+	P013 1A | 002 | CD45+	P013 1A | 019 | CD45+	P014 1A | 016 | CD45+	P014 1A | 015 | CD45+	P014 1A | 014 | CD45+	P014 1A | 013 | CD45+	P014 1A | 012 | CD45+	P014 1A | 011 | CD45+	P014 1A | 010 | CD45+	P014 1A | 009 | CD45+	P014 1A | 008 | CD45+	P014 1A | 007 | CD45+	P014 1A | 006 | CD45+	P014 1A | 005 | CD45+	P014 1A | 004 | CD45+	P014 1A | 003 | CD45+	P014 1A | 002 | CD45+	P014 1A | 001 | CD45+	P014 1A | 017 | CD45+
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CXCL9	66.10	145.66	27.28	37.70	42.17	13.83	24.80	43.14	54.93	12.96	75.91	10.88	57.33	48.23	35.48	20.16	109.10	97.49	24.28	18.35	75.26	97.12	342.40	105.94	82.35	195.02	283.06	143.24	315.28	266.81	134.23	79.22	303.94	273.74	349.86	29.52	37.77	128.26	34.65	38.45	10	19	45.98	36.65	48.5	6.51	94.48	13.34	49.94	64.25	39.3	29.65	87.74	76.7	57.37	18.72	73.52	95.62	344.05	104.38	80.62	184.15	279.27	146	319.21	237.57	123.51	79.83	309.27	260.26	347.36	28.17
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CCL5	99.90	49.65	27.32	5.56	25.49	3.40	2.12	85.06	55.87	30.99	74.64	6.38	21.05	71.42	42.87	16.05	75.70	134.95	62.48	13.23	55.37	54.86	216.71	74.43	53.57	107.09	119.06	97.01	155.89	155.87	44.02	58.25	217.24	193.06	197.48	19.06	97.11	51.87	26.4	15.24	11.91	4.02	17.67	80.46	34.45	46.6	72.3	26.88	48.98	96.62	30.67	20.13	81.01	155.03	34.92	13.72	54.57	54.82	216.92	76.28	54.11	100.65	129.14	67.35	162.86	144.67	56.84	56.07	248.66	168.61	170.21	19.06
All Probes	SpikeIn	Negative	HYB-NEG	8.16	4.17	8.58	2.10	10.28	11.81	15.26	21.76	4.81	14.06	1.60	24.26	7.18	3.57	20.22	7.29	15.40	9.87	7.91	1.75	0.29	2.94	1.30	2.48	0.62	23.29	11.57	3.88	28.31	1.22	34.20	1.51	25.18	24.99	2.20	2.14	14.28	9.74	0.96	2.23	20.58	12.34	23.68	7.26	28.76	6.3	19.96	2.43	21.23	17.21	1.08	18.42	0.9	20.07	20.05	3.31	0.46	1.5	1.87	2.11	2.46	5.02	6.46	5.93	5.57	11.68	20.7	1.56	19.66	23.88	8.22	0.51
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ITGAX	152.28	138.38	45.07	64.55	1.50	53.27	16.83	76.15	74.08	15.75	96.76	1.81	43.66	135.22	52.90	19.37	116.87	109.87	42.93	10.42	88.37	95.32	344.08	87.29	73.88	131.95	230.26	83.25	249.41	258.59	91.50	92.06	322.38	204.72	281.24	20.48	134.34	119.95	60.56	58.48	12.2	50.82	27.33	90.49	55.37	29.57	115.88	16.93	37.02	139.08	59.95	5.41	102.63	106.89	55.25	10.4	88.46	93.86	344.75	84.06	72.59	120.5	236.87	112.45	257.53	233.7	63.54	90.78	298.18	194.01	291.37	22.14
Checkpoint;T cells;T cell Activation;All Probes	RNA	Endogenous	HAVCR2	137.16	65.53	18.60	55.59	17.11	6.04	13.21	109.32	18.07	31.93	61.13	0.28	55.68	55.44	59.33	32.57	121.09	117.07	66.62	20.18	78.12	96.73	358.08	83.39	92.98	177.67	252.59	154.90	277.53	233.01	99.23	98.08	288.68	231.46	336.53	18.38	131.61	44.91	47.76	51.76	9.69	30.44	35.8	113.09	48.7	26.62	49.56	24.38	32.87	82.65	38.89	8.59	126.41	93.99	65.3	20.6	80.33	97.69	361.98	85.94	93.87	174.95	241.8	174.07	295.97	205.47	87.17	98.45	321.73	259.71	334.21	18.1
Myeloid Activation;M2 Macrophage;Macrophage;Myeloid Supression;Myeloid;All Probes	RNA	Endogenous	ARG1	81.14	47.69	44.01	4.11	40.35	37.16	6.11	97.06	12.46	46.91	43.53	2.82	30.04	55.90	47.76	26.26	94.89	73.77	30.61	16.30	62.95	63.41	246.74	42.23	50.58	92.37	197.67	91.43	231.84	200.67	78.25	83.86	252.52	183.02	234.95	15.91	71.91	54.56	43.58	28.42	41.96	24.89	12.72	83.85	37.99	26.95	58.21	4.98	41.25	58.92	38	33.4	80.81	98.86	1.73	16.07	60.97	62.22	246.81	42.7	48.44	106.66	208.1	110.98	217.51	184.93	78.66	81.1	266.22	182.96	226.2	14.12
Tregs;T cells;Th cells;All Probes	RNA	Endogenous	FOXP3	67.39	55.59	19.23	4.45	7.61	35.40	21.67	53.59	30.85	11.74	9.95	5.42	38.02	39.88	56.90	18.49	34.76	89.03	33.88	7.67	14.90	50.17	140.24	31.49	26.36	92.88	112.94	44.46	162.97	140.38	46.96	51.42	146.59	132.51	181.77	7.06	61.48	46.11	28.68	27.77	14.9	1.74	9.44	53.9	27.9	6.68	27.4	8.83	27.16	19.99	48.61	38.52	38.62	64.22	22.81	6.86	16.45	49.04	142.56	29.35	27.31	78.34	127.12	42.66	156.19	131.46	46.56	51.89	149.04	132.79	186.7	6.55
Antigen Presentation;MHC2;All Probes	RNA	Endogenous	HLA-DRB	1021.63	611.04	238.70	206.75	229.84	274.93	56.87	552.82	399.80	241.91	685.93	206.18	476.32	589.43	511.18	174.28	912.82	1062.29	297.53	74.01	452.96	487.10	1332.20	417.08	451.55	638.88	989.70	620.02	1132.37	939.21	400.65	653.56	1424.90	958.53	1444.07	72.80	1014.58	610.32	254.15	235.87	203.94	248.98	66.19	544.57	415.63	257.5	661.35	223.41	439.79	575.4	516.67	142.88	932.64	1036.3	294.2	73.68	452.97	487.42	1334.43	418.36	453.1	651.91	983.43	620.24	1121.83	926.34	379.84	654.24	1417.27	969.79	1469.21	72.16
Interferon;All Probes	RNA	Endogenous	IFNAR1	114.02	79.94	8.67	9.43	38.53	19.08	50.78	104.89	53.19	57.99	69.17	18.48	56.13	47.99	55.11	28.82	124.11	118.54	42.22	13.73	78.65	104.65	359.54	71.48	72.65	147.03	233.73	134.28	301.96	255.48	51.86	98.47	336.35	219.31	324.04	13.87	101.3	63.75	10.19	39.45	45.35	4.18	45.69	105.87	34.08	33.34	59.39	26.11	28.21	41.07	41.42	54.42	105.97	124.91	19.83	12.37	79.35	104.01	359.5	71.23	75.13	125.76	217.85	111.28	293.34	242.37	40.88	96.24	343.63	211.26	327.64	14.27
Epithelial;Tumor;All Probes	RNA	Endogenous	EPCAM	53.62	35.57	3.72	11.38	18.67	26.39	1.04	44.36	5.50	2.62	26.40	7.18	26.61	55.77	15.71	8.03	66.92	34.83	12.68	1.53	31.39	36.85	141.97	29.23	33.05	67.82	146.02	83.58	150.17	126.93	33.62	43.32	141.15	140.19	202.24	2.21	63.39	37.82	20.76	21.74	6.85	4.55	13.77	55.37	17.4	22.01	19.3	7.26	0.56	55.53	21.74	14.21	65.29	54.88	15.82	1.38	31.08	38.21	139.91	27.79	32.96	66.86	129.1	88.19	132.64	132.58	15.49	44.95	141.76	153.66	170.59	0.54
Background;All Probes	RNA	Negative	NegPrb4	66.97	42.51	29.60	13.85	15.72	1.85	42.19	76.26	35.49	2.48	24.78	0.25	56.73	4.79	43.32	5.40	17.10	73.09	34.95	11.77	68.38	53.31	256.23	52.04	56.72	111.90	185.94	91.75	206.80	155.45	56.74	61.55	247.19	146.33	279.31	20.38	56.52	15.2	37.22	35.27	14.64	11.07	22.04	84.85	13.16	12.58	29.57	15.88	36.19	5.48	62.64	7.99	33.15	38.07	14.95	14.03	68.05	56.38	256.77	49.64	57.86	112.15	179.5	64.89	215.86	176.8	89.3	62.83	240.6	172.93	255.47	20.42
Proliferation;All Probes	RNA	Endogenous	CCND1	117.15	61.51	36.47	3.31	10.26	10.49	3.49	63.40	24.45	24.98	66.55	44.54	30.32	68.43	43.82	15.08	73.19	112.44	28.54	10.44	65.83	50.44	262.08	49.38	70.46	69.80	137.31	82.28	146.60	158.72	20.95	49.04	225.29	133.21	178.64	17.82	110.59	40.33	14.82	11.27	11.67	33.85	16.32	48.59	59.66	46.91	42.79	31.51	29.93	36.35	74.07	6.08	77.8	89.52	36.1	9.54	65.33	47.04	262.69	48.13	73.66	66.7	137.59	78.24	134.47	152.2	37.35	48.4	209.1	133.21	184.84	21.06
T cells;All Probes	RNA	Endogenous	CD40LG	90.85	38.04	23.29	55.71	3.60	1.51	3.13	92.76	38.39	13.90	45.91	13.32	49.35	67.71	49.40	14.58	65.64	118.32	25.27	18.38	63.69	105.37	375.50	87.38	88.56	62.91	209.21	70.68	216.82	143.92	59.97	75.24	236.58	203.29	238.17	9.60	103.64	44.72	11.36	57.59	9.9	15.81	11.83	73.27	21.77	0.31	46.58	32.82	43.56	79.46	50.66	13.7	37.46	127.46	25.44	17.24	60.52	107.05	376.84	84.45	90.01	89.87	195.58	80.08	220.73	155.33	46.03	75.72	225.28	193.99	249.68	9.4
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	IL6	61.05	23.87	42.05	42.97	39.37	43.83	12.87	64.87	17.88	46.31	82.45	25.40	32.61	67.58	24.18	16.25	60.33	59.76	2.42	19.64	61.73	79.00	254.39	39.47	62.20	147.29	156.14	103.74	207.76	159.98	57.72	69.47	220.64	145.95	258.24	25.17	55.19	53.74	39.56	55.52	23.66	27.72	13.02	71.42	16.92	51.2	64.86	5.53	15.75	78.58	27	31.19	51.42	63.94	33.12	17.28	60.51	76.39	255.34	39.84	62.38	161.7	179.86	102.24	198.45	166.35	74.32	66.21	222.43	146.1	277.09	23.15
Epithelial;Tumor;All Probes	RNA	Endogenous	KRT	88.70	67.16	32.13	12.60	1.81	21.00	9.93	66.56	12.67	10.64	67.73	42.85	62.84	80.61	49.31	1.96	62.50	94.30	35.07	7.72	67.45	64.44	285.04	58.90	54.42	101.53	213.90	92.75	213.36	192.27	72.14	75.74	277.54	171.38	272.94	17.60	113.15	55.29	38.87	29.48	23.8	20.35	3.07	66.1	19.82	15.71	43.75	25.3	33.34	61.9	34.4	19.64	65.59	101.06	63.68	7.22	67.46	66.43	285.39	57.84	53.31	108.21	199.3	87.36	233.29	179.17	65.57	74.99	265.46	203.06	279.05	16.95
B cells;Checkpoint;Myeloid;All Probes	RNA	Endogenous	ICOSLG	56.52	83.88	18.94	29.50	22.39	51.67	17.84	66.85	63.21	10.65	41.16	35.90	70.11	42.12	64.55	21.32	89.67	91.58	50.64	24.78	64.19	108.26	298.61	64.88	66.12	81.74	216.40	100.62	236.07	176.14	70.80	100.21	252.83	198.63	265.69	19.42	52.61	61.3	4.11	45.7	47.21	37.72	2.64	73.67	62.2	21.31	70.83	22.2	58.39	56.63	48.07	1.37	85.51	126.75	72.98	21.03	66.3	110.73	299.5	63.61	65.9	89	223.23	129.5	245.35	175.92	51.79	102.09	265.14	182.39	296.54	18.95
Macrophage;All Probes	RNA	Endogenous	CD68	137.60	123.85	62.56	58.87	26.49	93.61	52.51	115.56	42.14	43.06	71.33	53.05	77.43	113.77	91.94	45.18	180.57	116.68	80.96	16.84	107.31	91.13	376.93	208.44	106.24	159.57	271.92	94.20	295.31	269.57	82.82	114.88	314.33	201.32	329.11	27.32	136.9	140.41	43.92	48.01	38.18	85.53	45.01	146.09	67.9	22.81	85.17	52.55	68.44	131.06	95.55	31	172.61	144.76	76.87	15.9	105.49	91.43	377.12	206.94	104.32	165.61	251.42	113.3	308.5	254.33	88.61	115.17	345.95	222.04	328.88	26.99
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ITGB2	253.71	147.57	48.66	40.31	15.47	75.86	11.99	160.52	84.92	66.84	150.25	43.45	80.60	187.62	115.25	32.85	186.62	216.11	65.78	23.00	111.72	135.70	375.94	113.49	129.29	175.73	207.29	141.56	340.62	314.91	67.00	133.19	443.61	237.22	334.96	27.09	235.31	132.76	62.98	60.29	33	84.81	9.07	159.27	67.34	33.31	125.73	26.03	111.5	211.47	149.97	43.38	187.8	217.75	66.76	20.01	112.46	133.03	376.04	117.06	125.66	173.13	226.16	147.39	320.38	288.22	65.39	129.99	425.36	235.78	345.26	29.1
Background;All Probes	RNA	Negative	NegPrb3	48.41	78.28	53.07	15.72	6.63	28.08	23.12	84.75	11.54	21.27	87.20	13.32	34.58	30.36	46.32	20.16	66.97	65.93	23.33	11.79	56.19	70.96	291.78	50.74	57.72	127.18	244.15	88.37	247.23	191.83	56.50	90.96	272.60	223.65	294.45	7.82	36.37	83.18	68.57	5.46	36.37	30.67	22.47	91.89	20.68	16.45	90.51	18.66	27.69	40.6	25.4	2.96	50.93	86.92	2.44	12.18	55.06	70.05	292.93	51.81	55.66	105.77	241.84	93.79	241.86	172.94	73.64	92.32	256.57	222.23	320.01	8.65
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	STAT2	147.82	74.99	37.51	27.46	58.89	36.12	21.46	74.46	85.36	54.50	111.07	1.51	58.36	69.21	77.88	31.78	120.51	132.65	42.95	11.82	84.11	78.69	314.18	60.70	68.75	104.08	164.68	126.23	239.85	218.36	97.90	84.83	302.66	195.30	277.45	17.80	147.54	75.69	42.43	29.14	27.66	41.78	17.82	79.5	82	38.88	106.02	21.64	70.24	78.28	74.55	10.11	123.68	139.73	29.72	10.42	84.51	77.32	317.24	60.55	68.65	120.08	179.65	124.1	236.59	230.33	106.4	87.6	302.18	204.42	284.12	19.95
Total Immune;All Probes	RNA	Endogenous	PTPRC	302.22	153.33	55.44	56.62	72.20	100.06	33.42	228.80	141.89	84.46	202.58	74.97	124.11	245.04	191.25	38.76	312.89	371.85	75.55	28.88	122.87	166.48	515.13	102.25	172.53	249.42	420.95	291.58	526.19	452.59	176.76	287.47	571.97	409.12	601.18	27.47	316.24	167.12	62.61	72.16	85.76	68.69	48.08	210.31	130.31	96.84	189.73	98.12	141.17	275.3	189.74	58.14	323.15	367.99	55.68	29.82	123.6	166.98	517.01	100.3	172.36	230.99	418.47	264.62	501.03	422	164.87	288.97	572.66	396.83	628.8	28.06
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CXCR6	94.00	61.00	36.77	19.89	10.95	24.42	39.30	43.00	56.69	28.24	59.55	44.61	35.50	29.94	39.37	41.37	82.87	97.03	5.33	11.45	64.92	75.46	335.66	66.83	78.64	128.80	197.17	115.21	280.74	206.01	64.36	80.92	300.82	219.77	288.94	16.11	88.67	69.21	33.82	37.49	19.35	0.08	5.01	41.7	65.54	9.25	36.13	36.78	41.19	55.3	40.09	11.97	95.66	68.2	21.75	11.45	63.8	75.22	335.83	66.69	77.35	124.15	227.22	110.15	289.79	208.22	51.96	81	302.05	214.21	313.6	16.79
Cytotoxicity;All Probes	RNA	Endogenous	NKG7	43.84	46.73	19.25	55.67	6.40	44.47	9.34	20.37	37.05	56.36	53.05	12.39	25.49	44.18	40.53	15.66	61.31	43.97	12.73	1.27	37.34	66.22	231.40	74.30	45.33	108.91	141.48	66.67	160.22	179.72	33.53	62.13	194.45	155.66	175.83	23.08	45.79	58.42	30.25	57.2	11.85	50.46	4.81	49.37	50.65	35.5	47.3	1.53	25.14	23.02	41.16	31.61	51.94	52.48	10.09	0.67	38.41	65.93	231.29	75.09	47.85	80.54	129.09	69.32	163.5	152.77	48.82	62.17	211.47	123.17	161.04	24.46
Cytokine & Chemokine Signaling;Tumor;All Probes	RNA	Endogenous	HIF1A	105.49	122.61	38.73	23.73	68.49	46.98	2.50	120.64	79.41	50.28	126.82	28.73	66.52	119.14	109.86	26.62	131.57	160.33	82.08	19.63	76.94	99.65	357.91	103.58	82.16	133.03	267.57	174.71	347.21	250.86	122.85	148.50	382.47	244.82	354.93	17.99	104.09	108.92	42.75	33.16	94.45	61.36	10.42	127.9	80.44	50.16	128.2	41.69	74.46	119.71	120.38	25.51	159.29	133.82	77.48	19.32	76.07	99.67	360.75	103.43	79.25	135.44	277.23	160.15	333.61	242.86	131.18	148.2	398.42	214.71	354.58	20
T cells;Myeloid;Th cells;All Probes	RNA	Endogenous	CD4	163.90	125.59	47.64	44.37	51.88	57.02	10.28	131.90	80.80	39.17	69.65	13.57	73.74	115.85	50.69	40.01	67.80	95.50	71.48	20.27	82.93	114.84	386.18	104.26	98.13	245.04	476.85	234.13	549.26	444.57	132.94	178.08	634.44	480.80	631.99	23.98	131.47	127.86	23.76	54.57	29.21	84.56	1.13	125.14	71.12	16.35	58.7	32.9	78.56	114.16	63.52	41.72	75.49	99.19	78.4	17.62	83.93	112.29	384.38	103.07	101.81	251.71	452.44	232.29	526.69	461.69	144.89	175.27	659.96	461.58	661.69	23
Wnt Signaling;All Probes	RNA	Endogenous	DKK2	57.12	53.47	34.90	6.54	31.10	51.71	0.03	69.01	8.33	5.40	56.76	0.07	44.45	56.85	60.20	1.32	62.69	83.40	51.78	9.63	51.01	51.78	278.75	64.93	51.87	44.93	196.40	57.89	196.27	164.90	49.90	73.80	201.71	171.14	287.71	8.23	49.88	70.42	59.29	31.57	27.36	19.78	2.53	45.41	19.1	30.66	58.48	29.05	43.2	38.08	74.01	3.15	81.51	72.81	33.76	10.53	50.93	53.82	279.81	63.5	50.03	53.49	179.48	76.07	195.36	130.03	71.39	75.48	196.09	172.33	283.12	7.79
Cytotoxicity;T cell Activation;All Probes	RNA	Endogenous	GZMB	52.66	76.77	1.56	16.96	18.09	41.49	24.33	38.59	3.45	35.47	77.76	23.82	22.18	15.88	8.45	41.14	38.36	82.85	27.39	15.90	43.60	82.81	176.05	62.85	40.50	94.69	162.91	62.53	148.84	133.75	50.84	57.87	166.82	134.92	220.67	14.80	67.15	59.47	12.13	0.1	19.25	40.31	32.88	59.15	6.68	11.86	72.04	5.3	10.03	4.86	43.98	30.02	32.44	105.06	17.84	12.67	41.74	81.24	177.05	64.74	40	97.38	139.63	61.02	146.37	136.52	51.38	59.68	200.28	140.74	220.91	16.09
B cells;All Probes	RNA	Endogenous	MS4A1	387.25	150.48	122.09	62.00	114.16	93.99	9.52	178.14	130.12	104.36	208.91	33.39	113.71	128.25	172.44	9.91	343.86	377.46	26.18	25.29	152.06	178.45	614.20	58.63	163.24	230.96	431.44	228.27	509.07	297.40	175.29	318.98	622.72	438.87	717.19	10.16	379.5	122.15	120.15	32.69	111.03	108.18	15.61	173.56	97.19	75.86	235.71	43.48	83.58	137.52	184.31	9.62	349.19	363.95	44	25.65	154.31	176.75	611.57	59.05	163.3	201.84	423.34	200.53	497.56	301.25	191.06	321.51	598.87	408.27	742.71	12.54
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ITGAM	80.55	21.61	14.23	10.96	32.14	1.19	0.46	16.86	29.93	3.86	20.25	37.24	39.73	30.20	16.60	18.62	77.31	67.85	28.61	12.17	46.07	47.11	171.82	47.65	58.04	98.66	138.41	71.99	119.42	144.36	49.38	46.74	156.74	132.45	183.49	8.88	77.19	23.05	30.76	19.72	1.15	17.24	4.48	26.36	6.27	16.56	8.28	19.16	35.64	18.53	39.1	30.82	67.64	41.94	25.48	10.35	43.43	49.23	169.41	47.27	56.93	102.07	132.9	79.93	141.73	147.51	35.65	49	162.2	121.81	145.25	10.21
Background;All Probes	RNA	Negative	NegPrb6	97.86	87.61	31.39	18.56	19.78	43.91	11.13	101.11	40.47	2.42	75.99	34.17	19.00	38.47	59.35	45.39	130.12	87.06	58.19	10.21	83.07	63.32	274.93	66.73	55.93	75.24	192.88	64.01	193.22	130.44	61.32	61.30	202.97	141.07	227.61	19.57	84.45	61.95	26.47	46.4	17.51	48.32	26.34	80.18	45.32	13.23	51.4	36.13	25.02	53.85	72.2	25.44	111.71	77.22	52.45	12.87	80.04	62.08	276.16	66.68	56.67	43.84	160.01	61.07	200.07	157.15	64.01	62.68	221.84	135.11	248.76	19.03
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CMKLR1	83.33	40.36	32.71	26.79	16.67	43.72	31.53	81.07	70.30	15.40	28.62	8.97	14.95	54.99	10.96	11.22	129.06	102.32	44.41	16.89	62.42	71.12	300.27	64.22	60.55	75.16	203.81	73.10	208.86	192.83	47.34	64.80	264.67	237.29	239.18	15.69	102.42	63.77	34.05	32.34	2.25	72.76	21.99	87.21	48.14	28.38	41.35	10.25	24.44	87.12	40.18	7.79	105.21	73.29	22.72	16.02	60.52	71.62	300.54	65.2	59.54	79.31	226.75	93.22	227.99	185.63	45.54	63.95	296.94	237.43	277.17	12.95
Myeloid Activation;Checkpoint;Macrophage;Myeloid;All Probes	RNA	Endogenous	VSIR	88.72	85.08	11.55	9.43	6.88	38.33	42.93	109.43	24.78	45.59	48.95	11.91	14.08	70.83	72.66	30.26	89.45	94.38	32.31	3.25	57.80	76.44	284.02	41.56	54.42	93.49	197.49	70.27	208.51	170.82	49.30	95.92	250.27	165.00	253.63	8.71	98.71	78.98	27.77	10.96	0.37	49.53	13.69	106.73	46.46	22.31	50	19.06	26.54	68.68	87.37	19	89.29	108.45	57.73	6.25	59.41	77.69	284.81	41.11	52.59	89.69	193.94	77.66	202.2	183.66	46.12	94.73	225.69	194.84	277.2	7.32
Myeloid Activation;Cytokine & Chemokine Signaling;Myeloid;All Probes	RNA	Endogenous	CSF1R	76.55	57.78	22.00	20.32	0.15	32.24	22.99	91.13	39.55	52.21	74.69	23.44	15.80	33.05	42.34	29.80	39.81	66.33	28.74	1.66	31.76	44.52	145.96	47.39	29.87	90.75	119.66	71.27	111.39	124.16	57.24	54.51	155.88	127.62	157.85	6.34	62.94	36.41	16.83	30.87	6.37	31.9	11.92	89.31	21.52	42.36	87.38	7.39	27.43	61.61	28.85	23.5	36.68	85.79	19.63	0.74	29.2	43.51	143.18	46.02	32.72	109.38	142.12	85.33	121.47	105.16	56.58	56.68	168.32	127.84	173.19	6.9
Proliferation;All Probes	RNA	Endogenous	MKI67	60.52	18.29	51.63	4.48	23.44	35.20	23.74	88.41	61.50	42.86	45.44	31.33	52.87	55.96	81.52	26.56	63.66	74.56	20.08	12.80	45.72	60.35	211.45	64.69	52.06	71.81	156.08	117.46	189.22	113.84	49.99	80.75	191.76	156.91	215.67	16.87	69.16	33.72	38.7	7.2	7.03	34.01	19.51	106.87	60.11	7.28	23.66	38.14	62.12	69.69	85.04	15.23	59.46	83.66	34.95	9.85	43.52	60.47	210.06	64.55	49.17	86.04	166.12	112.27	195.86	118.93	49.43	83.67	188.41	167.51	219.51	17.25
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	IL15	65.30	56.20	28.26	16.94	22.37	58.96	6.48	121.00	38.03	44.26	85.37	0.80	20.98	108.20	40.39	32.27	135.90	125.04	38.54	14.71	74.41	76.68	310.92	78.11	69.92	120.67	187.37	89.31	241.68	209.45	106.67	94.25	253.02	246.15	285.42	4.83	98.52	82	2.62	10.49	7.92	34.71	24	115.58	27.52	34.38	91.5	14.83	13.89	106.28	75.42	49.93	98.5	139.58	2.04	18.13	72.49	76.97	310.11	78.23	69.18	108.88	183.22	104.11	251.35	207.93	101.18	94.41	236.1	217.57	296.68	6.09
Reference Gene;All Probes	RNA	Control	POLR2A	133.55	74.54	37.26	11.01	24.32	52.69	7.03	59.54	23.53	20.76	94.52	14.73	36.98	33.69	49.44	26.56	88.77	110.61	41.75	11.25	47.91	78.95	291.24	61.03	67.67	114.43	201.26	113.13	233.02	229.94	83.06	95.72	286.56	229.16	291.97	14.48	96.71	49.11	33.62	16.77	35.06	72.97	5.49	85.78	45.57	30.11	94.04	7.15	21.94	20.05	48.48	43.95	58.05	94.67	23.97	13.66	49.15	81.75	291.6	63.9	67.28	108.62	199.1	93.89	255.2	224.26	68.75	93.63	283.54	209.76	304.61	15.96
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	STAT1	205.48	114.32	47.23	44.72	74.04	31.78	7.39	136.08	65.69	58.39	130.33	40.73	75.02	111.21	113.03	74.81	105.17	146.22	79.70	16.44	82.99	90.04	327.98	111.22	102.30	156.49	264.51	127.57	349.33	356.66	81.23	130.81	465.95	301.90	371.54	23.87	187.98	120.48	51.58	74.77	68.15	48.26	29.18	143.64	41.51	26.75	112.27	10.1	67.31	148.2	96.43	71.03	104.37	132.51	97.75	17.46	84.23	92.63	326.24	109.75	101.12	146.47	274.55	134.98	334.88	325.17	49.89	132.98	475.04	284.36	350.17	23.18
Myeloid Activation;Myeloid;All Probes	RNA	Endogenous	CD40	111.83	50.17	3.66	20.97	24.08	53.07	36.43	74.30	46.69	52.61	37.64	24.85	45.05	40.17	75.44	16.18	101.92	171.02	43.80	10.23	57.44	62.35	233.72	44.03	57.63	97.93	190.95	70.76	196.68	168.74	48.24	95.01	250.42	171.34	288.22	15.77	132.14	35	5.96	5.33	0.71	33.42	30.88	73.82	52.41	44.17	32.22	34.48	64.5	41.51	64.2	39.06	83.06	153.04	15.58	9.46	57.91	62.77	233.46	45.46	60.65	63.44	153.7	90.4	198.77	175.11	60.78	93.72	246.29	195.12	324.32	15.92
Apoptosis;Tumor;All Probes	RNA	Endogenous	BCL2	155.09	88.30	34.33	31.36	32.97	75.67	14.23	91.38	75.57	47.92	126.11	17.02	43.24	79.84	100.71	5.11	157.63	144.13	44.90	8.43	78.03	73.31	112.33	58.36	62.36	125.47	183.20	107.39	269.58	174.06	57.40	94.04	312.69	251.43	324.34	11.87	150.19	99.87	22.3	28.97	44.1	62.09	2.78	75.08	55.9	22.31	101.73	10.84	50.83	55.11	102.6	17.97	169.65	147.59	71.29	10.36	77.01	72.45	113.35	57.88	62.66	104.52	163.76	124.33	256.37	195.99	35.61	94.96	304.23	263.53	299.13	14.04
Reference Gene;All Probes	RNA	Control	RAB7A	89.53	60.22	10.24	50.48	28.12	26.54	44.25	69.10	83.53	36.74	76.12	2.29	41.57	106.05	59.24	52.70	86.94	155.28	46.39	22.06	67.19	97.53	295.60	55.11	72.05	123.16	264.57	117.43	262.54	185.20	87.64	101.10	284.42	225.43	281.27	17.07	89.11	76.98	8.86	47.68	38.08	7.8	43.67	75.62	70.04	64.4	49.1	7.37	45.25	109.39	67.91	35.43	90.24	139.29	71.49	21.11	68.06	95.98	294.4	57.75	69.95	107	258.38	101.66	248.91	206.28	82.54	98.35	295.95	239.38	309.73	15.44
